"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4"
"AIJULSRZWUXGPQ-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Alpha ketoaldehydes"
"AEMRFAOFKBGASW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives"
"FFEARJCKVFRZRR-BYPYZUCNSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Methionine and derivatives"
"HMFHBZSHGGEWLO-SOOFDHNKSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses"
"SRBFZHDQGSBBOR-ZRMNMSDTSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses"
"GLDQAMYCGOIJDV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives","Salicylic acid and derivatives","Salicylic acids"
"POJWUDADGALRAB-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles"
"OYIFNHCXNCRBQI-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids"
"TYEYBOSBBBHJIV-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Short-chain keto acids and derivatives","Short-chain keto acids and derivatives"
"BTNMPGBKDVTSJY-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpyruvic acid derivatives","Phenylpyruvic acid derivatives"
"COLNVLDHVKWLRT-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives"
"GMSNIKWWOQHZGF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines"
"GTZCVFVGUGFEME-HNQUOIGGSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"CIWBSHSKHKDKBQ-JLAZNSOCSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides"
"RNQHMTFBUSSBJQ-CRCLSJGQSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids"
"WQZGKKKJIJFFOK-MCPPVLNHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses"
"OUYCCCASQSFEME-QMMMGPOBSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Tyrosine and derivatives"
"FBPFZTCFMRRESA-KVTDHHQDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar alcohols"
"BZQFBWGGLXLEPQ-REOHCLBHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids","L-alpha-amino acids"
"OEJZZCGRGVFWHK-WVZVXSGGSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"RFMMMVDNIPUKGG-YFKPBYRVSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamic acid and derivatives"
"UNRQTHVKJQUDDF-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","3-Acylpyruvic acids"
"KRKNYBCHXYNGOX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"AAWZDTNXLSGCEK-WYWMIBKRSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines"
"RGHNJXZEOKUKBD-SQOUGZDYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives"
"SNPLKNRPJHDVJA-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines"
"GHOKWGTUZJEAQD-ZETCQYMHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Secondary alcohols"
"NMUKFRCHLYPKSR-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Branched fatty acids"
"MBLBDJOUHNCFQT-WCTZXXKLSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses"
"XNXQVRHXDIDGDT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines"
"QXKAIJAYHKCRRA-BXXZVTAOSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives"
"TUNFSRHWOTWDNC-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"BYXCFUMGEBZDDI-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines"
"VPVOXUSPXFPWBN-VKHMYHEASA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Pterins and derivatives"
"KYQCXUMVJGMDNG-SHUUEZRQSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives"
"YAPQBXQYLJRXSA-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines"
"NBFWIISVIFCMDK-QMKXCQHVSA-N","Completed","Organic compounds","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives"
"APKXMKWCGDBYNV-AATRIKPKSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids"
"DRTQHJPVMGBUCF-AYZDMWBASA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","","Pyrimidine nucleosides"
"ZNAJIKYTBCGAQQ-LLVKDONJSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Phenylpropanoic acids","","Phenylpropanoic acids"
"SECPZKHBENQXJG-FPLPWBNLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"HNVBUXTUHPMTRW-JSXJEZROSA-N","Completed","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Medium-chain keto acids and derivatives","Medium-chain keto acids and derivatives"
"IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"IPCSVZSSVZVIGE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"OIRDTQYFTABQOQ-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides"
"OIRDTQYFTABQOQ-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides"
"PRDZVHCOEWJPOB-IVMDWMLBSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Hexoses"
"DTOSIQBPPRVQHS-PDBXOOCHSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"OYHQOLUKZRVURQ-HZJYTTRNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"HPHXOIULGYVAKW-UHFFFAOYSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides"
"QIQXTHQIDYTFRH-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids"
"XAFGQLAMLVMFHU-BQYQJAHWSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthols and derivatives","Naphthols and derivatives"
"RWSXRVCMGQZWBV-WDSKDSINSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"SERLAGPUMNYUCK-GFRRCQKTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"UGQMRVRMYYASKQ-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides"
"JYTUSYBCFIZPBE-ZNLUKOTNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"HDTRYLNUVZCQOY-LIZSDCNHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds"
"SERLAGPUMNYUCK-GFRRCQKTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"ARLIVUJSSKFVPL-JPYLPOILSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Aminoglycosides","Aminocyclitol glycosides","2-deoxystreptamine aminoglycosides"
"DBVVQDGIJAUEAZ-YXYADJKSSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides"
"JYTUSYBCFIZPBE-ZNLUKOTNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides"
"KFEUJDWYNGMDBV-LODBTCKLSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Amino sugars","Acylaminosugars"
"RRUVJGASJONMDY-UHFFFAOYSA-O","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Thiamines","Thiamine phosphates"
"MQBCDKMPXVYCGO-MGQAWMCHSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","N-acyl-alpha-hexosamines"
"MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"OSJPGOJPRNTSHP-ICYIRATMSA-N","Completed","Organic compounds","Alkaloids and derivatives","Ajmaline-sarpagine alkaloids","","Ajmaline-sarpagine alkaloids"
"MUPFEKGTMRGPLJ-ZQSKZDJDSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"QHDGYCVBKYWETJ-JPFSBEFCSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","N-acyl-alpha-hexosamines"
"NNISLDGFPWIBDF-LQHNAXJESA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminosaccharides","Amino sugars","Acylaminosugars"
"YPZRWBKMTBYPTK-BJDJZHNGSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"UQZIYBXSHAGNOE-XNSRJBNMSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"FTNIPWXXIGNQQF-FFFJRYSISA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
"OCIBBXPLUVYKCH-FYTDUCIRSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides"
